tweet	label
Inna lillahi wa Inna ilaihi raji'oon 🙆🏼‍, what a big lost❗, Allah Ubangiji ya Masa gafara ya kuma sanyya Aljanna ta xame masa masauki, ya kuma bamu Wanda xai maye Mana gurbinshi.😥😢😭 Tabbas mun yi Rashi	positive
Bahaushe Yana nufin, na nesa Dukiyar sa ya fi na kusa da ita Morar Dukiyar👌	neutral
Lallai yau akwai 🙁🙁🙁	neutral
Allah sarki su kunsan adadin mutanen da suka kashe kuma wasu akayi garkuwa dasu a cikin kwana biyu✌🙅🙅	negative
Allah BBC SUNA JAWOWA NABA XAGI YNXU WNN MGNR DAGA INA TA FITO INBANDA TSOKAN DAN ALLAH 🤣🤣🤣🤣	negative
Zasu ci da mutane NE in sun hanasu neman kudi? 🤔🤔	negative
Me ke faruwa🤭🙄🙄	neutral
Babu abinda ke tada min hankali irin ganin yadda ake sanya mutun cikin kabarinsa. Ya Allah ka saa mu cika da Imani 🙏🏻	positive
Innalillahi wa'ina raji'u 😭 dukkan su ba San cibagan mu suke ba wllh	negative
🤣🤣🤣 Sis pls ina labarin Son of the Caliphate Neh	neutral
wlh anraina mana hankali 😠😠😠😠😠😠😠😠😠 inda musulmineh da tuni sunmasa hukunci. Kuma da tun likacin da sukaje kamasa mah sai sun harbe sah a kafah. Yah Allah kayi mana maganinsu 😭😭😭😭🙏🙏🙏	negative
A yaushe kenan😂	neutral
gaskiya kaji jiki da ache Mati shine ubanka gwara ache Ado gwanja ne uban ka😁😁😁	negative
innocent people, sai kace Kaji 💔😭 , we’re begging you in the name of Allah, wanda alhakin tsaro yake hannun su su sauka daga mukaman su, tunda sun gaza 💔😭 please #ZabarmariMassacre ya Rabbi 🤲 😭 #SecureNorth FIXED.	positive
Dan majalisa, Da sakin baki 😂	neutral
Haka wata rana a kasuwa nazo wucewa wurin masu tallan magani sai kawai ya fara tallan maganin fitsarin kwance,Mara mutunci yana kallona wai “sai kaga shantalelliyar budurwa San kowa Amman abun mamaki ta tsula amalala a shinfidarta 😥,bakin ciki sai naji kaman Dani yake.	negative
Hhh yasin kina Burgeni sadau 🌹🌹😂😂 I love you ❤️	positive
Akwai kuskuren rubutu a wannan headline din 😂😂😂	negative
Ya matana nasiha zan maku babba. Farkoni da bban ciki zan soma wnan kanwace gareki kirike girma, ke Kuma kirana gareki yake kara🤣🤣	neutral
Hakan yayi, se kuma a nemo yariman bakura ya tallafa abin yayi karko, wanan shi ake kira tsari cikin tsari 😂😂	positive
The Mallam I've ever known in Nigeria. Allah Ya gafarta maka. 🙏	positive
Kash🤦🏼‍♂️ gwamna kadaiyi tunani. Allah kuma yasa sudin don allah sukeyi!	positive
Gaskiyane Fatan alkhair agareku 💪💪💪👊👊	positive
Allah mun tuba 👏😢😢. Allah munce se shi, Allah ka barmu dashi, ya Allah ka shiga tsakanin mu da wannan bawa naka.	positive
I just red the headline now ,is that true ? Amma kudi na aiki ko de dan garinsu former minister ne😄	neutral
Na shuke bishiyoyi milyan a😬😬😬kai wannan tsoho ya cuve ni da shekarun sa sun fi na babana amma wallahi da sai na babbanka mishi🤐🤐🤐	negative
Dan durin uwa😂😂😂😂😂😉😉	negative
Subhanailla 😢 😢 Innalillahi wa'ina ilaihim raji'u 😭 Wannan ai ba abubane Mai kyau wllh Ni dai a matsayina na shiga ace an samu irin wannan Abun kunya wllh	negative
Dole a hada kumfa 🤣🤣	neutral
Waya tambayeka? Tsakaninka da ubangiji ne kuma zakayi masa bayani 🧐🧐	neutral
(Sarkin Waka) Insha Allah 👑 🎉🎊	positive
Wata sabuwa inji yan caca!😂😂	negative
Tana ga mai qiba RIS me keta hazo🎶	neutral
Ahh wannan a kalli labarai koh dan ita 😂😂	neutral
Battery full of charging ga data lallai xa'adade ana bugawa ya😂	positive
Innalillahi wa inna ilaihi rajiun. Rahama kiji tsoron Allah s.w.t ki dena sanya irin wadannan pictures a kafafen sadarwa a matsayinki na musulma, ki tuna da mutuwa, Kuma sam ba alkhairi akan tsinuwarda al'umma ke maki😭😭😭	positive
Ga Na Allah ga kuma Taska ☺️	neutral
Nawah Zakih Biya Mu 😎🔥💯✔	neutral
Saida zamu fara exam za aci gaba dashi ko. Hhh to bari kuji ko guda bazan kalla ba saimun gama Ehee! 😂😂😂	neutral
So contract is """""""""""""""" kwantiragi""""""""""""""""😂😂 “: Hazard ya tsawaita kwantiraginsa da Chelsea	neutral
Wata waka Rarara yake cewa """"""""""""""""JIHA TA JIHA TA CE """""""""""""""" 😂😂	neutral
wannann yarinyar tayiphaa wayasan gdansu yarakani xancee plxx🙏	positive
Wani aiki sai wakili 😂 😂	positive
Avun yasamo asali sakamakon wasu mata dasuka saryar da mutumcinsu akanta suka vada kansu shine kawai se kuma malaman addini da sukayi suka me xapi akan irin waddan nan matan 🤗💯💯💯💯💯💯	negative
Toh ya kuka iya da samarin kakarmu🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️	neutral
Kalli hulan Ganduje 😂	neutral
Ga film nan free kyauta a twitter😂😂	neutral
Dede kenan muna godiya ganduje 😂 😆	positive
Waya gaya muku N, ake sayar da AK din? 🤔	neutral
Kai ke da bakiyi wankewanken bakika fito chilling🤣🤣🤣	neutral
Hva yaya zaki bada mu kekuwa yar'uwa. Yan barca🔴ai munyi hannun riga da Man U🙄	neutral
Saboda tsabar talauci yan kasanta bazasu iya sayana face mask ba😂😂😂😂	negative
Allah ya sah Ina rruwa musulmi 🤷🤷🤷🤷	positive
Neman arziki fa Ana yinshi a arewa addini musulunci ma be ce ka zauna a kasheka saboda neman kudi ba. Idan bazasu dawo arewa ba ya rage nasu. Wannan bakin cikin har Ina😠	negative
Lol 😂 Bazamu fasa kiransa """"""""""""""""Dan Zaman Banza Ba""""""""""""""""	negative
Mukan Adamawa ba abunda zamuce saboda munsamu canji dari bisa dari💯💯 wutan lantarki kam alhamdulillahi cikan hour muna samun na hour zuwa to kunga ba abunda zamuce	positive
Sarki sa ayi maka 👏👏👏	neutral
Lazy youth su samu wajan Shan iska mana 🤣😂🤣	negative
Alkur an kinfi haka nima yaro dani am bareke😱 happy birthday and I wish u more years ahead.	positive
Kun mantane shine zai jaa sallar fah. 🤣🤣🤣🤣. Amma jama a wannan yasamu kujeran hajjin kuwa? Kode shima yabi sauran.	neutral
Wow So Masha Allah. Nikam komae ma nashi n burge ni more especially yanda beda hayaniya ✨💯👌	positive
Dama ai kukuke hada mana wuta inba iskanchi ba ina ruwan ka da shiga abunda babu ruwan ka inba hada fada ba😡😡	negative
munshiga uku mu jakuna 😂 kai mata kutausayawa maxa	negative
Shi mutumin nan namu da anyi dama saiyayi hagu, ana fama da yan ta’ada yana hadamu da bishiyu, idan sukaxo sai ka hau ka buya ko me?🙄	negative
Nabi photo d gudu👊🙄✊	negative
Lol 😂 A MARIYA film season kenan ?	neutral
Tab fatiti wallah karki bari wani yamin kwace cinema bani🤣🤣😂	neutral
Wani zai zai tambaya why not Nigerian? Wannan shine dalili😅	neutral
Allah Yakawo Nagari Dan Karfin salati 🙏 Rahama	positive
Hasbunallahu Wa Ni'imal Wakil! Allah ka muna katangar karfe da wannan cuta ta Corona. Ya Allah ka hana wannan cuta zuwa yankin mu na arewa dake da matukar raunin tasarin kiwon lafiya da kuma yawan matalauta.😭🙏	positive
To ikon Allah 😆😀 dama a kasata ne da naje kallon yadda za'ayi shari'a da gawa	neutral
Hehehe. Abun rabo ne """"""""""""""""auran mace da ciki"""""""""""""""" 😂	negative
Su bahari a wuta ma majalisar su daban ce 😂	negative
Anfi karfinsu ne kawai a jiya 👌	neutral
Tunda gwabna na karba waye ba zai karba ba🤔	neutral
Duk me san irin atamfar da tasa🤓 muna siar wa a tuntubemu a wannan number +	neutral
Allah ya bawa masu ita sauqi, mu da bamuda ita Allah ya kiyaye mu.🙏	positive
Daga 😂 BIRNIN SPAIN kusa da gidan mr Jackson NIMA INA GOYON BAYAN HAKAN 😂	positive
An ci kudin makamai kenan😂😂	negative
Gaskiyane mln daurawa it is a simple way to avoid fyade✊	positive
Allah ya saka musu da Alkhairi Allah kuma ya teimaka Amin 🤲 🤲	positive
Abamu makamai Dan kare kawu nan mu, aga koh zamuji tsoron su manah. Maganan banza kawai🥺	negative
Inna lillahi Wa Inna Ilaihi Rajiu Halin da Jihar mu take ciki. Hon Femi Gbajabiamila we are waiting ur respond About diz innocent peoples lives 😭 As u responded to lagos pipul 👌	neutral
Allah dai ya biya BBC 🤣🤣🤣🤣	positive
Cewa zan karanta ingattatun labarai 💯 Duk da ina jimawa kafin in karanta labaran BBC news duk lokacin da nake neman cikakkun labari masu kai da gindi nakan ziyarci shafin labari na BBC domin samun karin haske game da abinda nake karatanwa	positive
One with God is majority.Allah yakara daukaka 🙏	positive
Malamai magada ANNABAWA, dai dai ne Mallam. ALLAH yasa hakan shine mafi alheri Amin 🤲	positive
Baba kai da wa kuke tufkar kuma. Toh Allah ya kara wa Annabi (S.A.W) Daraja 🙏🏻	positive
Hanyar da ake romon farfesun ta😂😂	neutral
Barka da zuwa europa 😂	positive
Duk sai akama mutanen Nigeria kenan😂😅	neutral
Story of the gods 😁😂😂 waye zai barwa mulki ko ida ya sauka lalla zas ga lecturer dan managing kuwa	neutral
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Wannan yana fassara irin zaman kadhe wandon da sukeyi	negative
Wace YouTube Channel ce tafi kowwace yawan subscribers?Duba 👉	neutral
😂😂😂 me tuwon sati	neutral
😂😂😂 ohh wai har akwai dalili kenan	neutral
Ku rabu dashi ya rasa me zeyi da kudi ne shiyasa ya taro match din, I swear kuma sai ya buga 😁😅	neutral
Akowane irin yanayi buhari gum yakeyi da bakinsa 😢	negative
Hazard baiyi wlh 🙆	negative
Musiba ga yan mata👂🏽👰	negative
Ai Allah ba azalimin bawan sa bane shekau in sha Allah karshen ka yazo bakai kuka ba ma se randa Allah yasa aka kamo ka a hannu azamili bawa kawai😠😠	negative
Bansanshiba balantana na tuna da abunda yayiba 😂	neutral
AllahuAkbar ‼️, Allah Ubangiji ya Kaara mishi nasara da kariya, mu Kuma ya sa mu gyara halayenmu na banxa🤲🙄	positive
Bafa sequel din Sa'a Dai zamuyi anan ba 😂 😂 😂	neutral
Kinje neman FOLLOW back wajen Neymer ne. baki samu ganinsu ba sai suka hadaki da me kula da ciyawar STADIUM. kamar yanda idan anso a ganki kike feeling ke cele ce to kema kinje wajen masu gidanki sai kin jira. 🤣🤣🤣	negative
Ynx da deezel aka ma wannan karshen kokarinshi yace ze turo k😂😂	neutral
Wanna abu din muna bawa kammu wahala ne amma kutina allah ya turo mana da shugabamu annabi mu dan haka kowa ya koma qur’ani koh hadisi amma wanna maganganu ba naku bane shi musulmi komi nashi yana yinsa ne da koyar war addini musulin ci allah kah ganar damu baki daya 🤲🏻	positive
Wannan magana hankali ba zai dauka ba.😀	negative
se dai da kuka tsunduma 😂	neutral
Mu dai munyi ibadah kuma muna tare da Allah🙏🏽	positive
Ameen y hayyu y qayyum 🤲🙏 Gani ga wane ya isa wane tsoron Allah 👌	positive
Allah yabani wacce take sona irin son da sumayya takewa Mahmud ❣️❣️ Yabani mace me irin kyautar laila 🤣🤣👋	positive
Sukashe kansu Dan mijn uwarsu duk makiyan mune Yan wahala 😏	negative
Saura nan Nigeria 🇳🇬	neutral
Aslm BBC Hausa tambaya ta itace shekara BBC Hausa nawa kuma a wace kasa takene Nagode 🙏 fatan alkairi	positive
Allah yayi muna maganin wannan tashin hankali 😭🙏	positive
Gsky Kam! To Allah yabada saa🙏🙏🙏😊	positive
Abun takaici sai Trump ne ya fara daukan mataki. Sauran manyan kasashen musulmai na duniya ka ko a jikin su, yanzu inda akan dukiya ne da tuni sun gama duniya da kwakwazo. Addinin dai ba shine a gaban su ba. Munafurci.😠	negative
Corona ba Matsalarmu Bane Malam Kawai Kaje Birnin Gwari,Giwa,Kudaru,da Wasu Bangare a jihar kaduna Kaji Halinda sukeciki. Zubar Da jini Bala'ine a kasa 😭😭😭😭	negative
Ranar wanka. baa sanyi sosai 😎	neutral
Hmm ai ga wajenan 😏	neutral
you are talented, Allah yakara basira.👍🤝 #LabarinaHausaSeries	positive
Subhan'Allah 😥. Allah Ya bashi lafiya tare da sauran musulmi, Aameen. Allah Ya kawo mana karshen wannan cutar, Aameen.	positive
Allah yakaimu gobe da yamma aga wata kaman rawanin Sarkin sokoto🌙	positive
Amma BBC ku rasa inda zaku tsayar da fuskar bawan Allah sai dai-dai bakin shi sbd kusa duniya ta ga wawulon sai,tunda kafin na bude vedio idona ya hango min😂🤣😅	neutral
😰😰 Rabin yaran Sudan ta kudu ba sa zuwa makaranta	neutral
Allah hukku sa'a.Nima inna wanke jikina ze maida ni fari Koh?😂😝	neutral
This is a very common Hausa Karin magana 🤷🏽‍♂️ kowa ma ya sani har wayanda ma ba hausawa ba indai a kasar Hausa suke	neutral
Lalle Yau Zaici Uwarsa kenan😂😂	negative
Ammade ba ahaka za’a rinka jarabawa ba ko? 😂😂😂	neutral
Gaishe ki hajiyan Allah 👍	positive
Mu se an fara turawa a computer tukun😂😂😂😁	neutral
Tofa 😎muna saurare	neutral
Idan baka san gari ba sai ka nemi wanda ya sani yawon bude ido sai kagaji 😂	neutral
Dama babu ita 😏	neutral
Allah ya fadawa Manzan Allah cewa ya fadawa matan sa da Matan musulman duniya gaba daya su dauki Mayafi su rufe jikin su gaba, Amma ke Rahma saboda Tsabar Rashin Daraja kinzo ki bar mutane Sai Zooming suke GABA DA BAYA Duk Allah zai saka Mana.kinsa mun kalla ba asan ran mu ba😭😭	positive
Wato kowa ya nemi inda ya ke😁😂😀🤔	neutral
Mashaa Allah. Allah Ya sa muna cikin wadanda za su shaida hakan 🙏	positive
To fa da alama BBC maganin Basir zasu Fara siyarwa.🙄	neutral
Allah yayi masa rahama yakuma basu hakurin rashin sa 🤲🤲	positive
Mun raba jaha a nan kuma🙄🙄	neutral
#BBCHausa na tallan kuka😂. InshaAllah entrepreneurial skills dina zasu fara aiki gashen damuna.	neutral
I don't even know. What I should saying. Allah ubangiji ya gafarta masa. Yasa. Ya huta. Nigeria akwai gyara fa. Gaskiya. Ko Nace gyare gyare 😣	positive
Shin Yasan Halinda Nigeria Take Chiki Kuwa Musanman Yankin Arewa Idan Yasani Wani Irin Mataki Yake Dauka Musanman Akan security Da economic Allah ya bamu Zaman lpy 🙏	positive
Trump tunda suka maka ka d kasa kai kuma ka tsokano North Korea yaki sai ku kasa kan ku d uwarku 😆😆😆😀😁	negative
😂😂😂😂 Allah yaji ƙanku da rahama amin	positive
Allah uban giji ya bashi lfy da dukkan dan uwa musulmi Ameen🤲🤲	positive
Yanzu ya zaAi da tagwayen takalma kenan🤔🤔	neutral
Subhanallah allah kakawumana wanan balai in dai wai su suki africa ta kari ne ni indo 😭 😭 😭	positive
Gidan ubanwa ta ciyo bashin?😄	negative
Na zaune Bazaii iya bah 😂 🤣	neutral
Dan Allah wani yayi tagging the landlord of lagos🤣a fassara masa yadda ze gane mu gani.	neutral
Allah Ya tsaida shi a kansu'ya'yan Hegu😬😬😬	negative
Allah yasa afara asa'a Allah yayi jagora💕💕	positive
🤣😂🤣gaskia dai kenan koda nama akai🤣	neutral
Oga yakasai barka da yamma Ina maka fatan Alheri Allah ya taimaka 🙏	positive
Rahma fa kyakyawa ce , rashin wanka ne dama😷😷😷😷😷😷	positive
Fadar mai kokarin ruguzata dakainai 😌	negative
Karya ne 🤣😂 Makaryata.	negative
Madrid fan sorry nasan kunsa rai but mai cixo suarez lashe dama mu yan barcelona mun hakura ai 😂	neutral
Inson wannan wayar👆	positive
Ka Ganka, Kamar Dan Saurayi. 😁😁😁 Allah Ya Kara Basira.	positive
😂 😂 😂 😂 Maga wanda zai kuma zagin sarki	negative
Kyau diricter yasan camera yasan. Editor. Wannan sai Malam Aminu saira 🤗🤗up up	positive
Ai ku yawanci fada babu cikawa ta fiya yawa a kalamanku 😡	negative
Su ina ruwansu Allah 🙏 ya tsayar kansu	positive
Duk randa zaku nuna a sambisa nima zan kalla😏😏	neutral
Allah Ya sa aljannah ce makomarsa ameen 🤲🏾🤲🏾🤲🏾	positive
Allahu akbar lokaci kainan Allah yasa mudace👳‍♂️👳‍♂️	positive
abbah zaman gida dolee😂😂	negative
Ba qarya dama a Kano nake 😔😭😭	neutral
Hajjaju soyayyah dayane a Ramadan din nan faa kawaii kaga Ramadan basket Ehen . Look forward to guys that are fasting in school 😂😂💔	positive
Ah ah. Mu katsina ° ☀️☀️. Kar a zarce we need rest	neutral
Allah ya shiryaki bisa tafarkin Annabin sa🙏	positive
Wai wani makkah Baza ai eid ba, makkah dama Allah yace kayi koyi daita ? 🙄🙄🙄	negative
She Kallabin kawai wuya yake rufewa ne 😁😁	neutral
Amman dai bazai iya shafa mana ba?🤣😂	neutral
Aci uwar su kawai 😕	negative
Bazoum Muhammad, kaji tsoron Allah ka yi adalci wa al-ummar Niger. 🇳🇪	positive
ku zo ku gani😂	neutral
Alhamdulillah Allah yakawo karshen musibarna n ameen🤲	positive
Dama bayida wani anfani, sai dai kawai yan kudun Nigeria dasuke koyawa yan arewacin Nigeria iskanci👌🏻. Eg Zina!	negative
Rahama ma na yawo😂😂😂	neutral
Hhh 😂 😂 abin dariya wai yaro ya tsinci haƙori, ai BBC da kun inganta Hausar ku da cews Buhari na halartar taron majalissar shan shayi daga gidansa wanda aka ƙawata da kuɗaɗen ƴan Najeriya a Daura, kuma ma ai naga kamar na hangi wanda keda alhakin fada masa mai zaice a zaune.	neutral
So sad! 😭😭😭 wllh shuwagabanninmu na Arewa basuda amfani tundaga matakin Haha har zuwa gwamnatin tarayya.	negative
Ai bansan yar barca bane keh da mun barku kunci 😂😂😂	neutral
Allah ya sa ku kamashi, insha kallo😂	positive
dole muyi maka mummunar fahimta wllh kuma tskaninmu d mulkinka. jonthn kake kohwa, seh allah y isa wllh . 💔💔💔💔	negative
Tav Bantan ubancan. 😁 akuyar daji kenan	negative
i😒kune masu tada zaune tsaye koh😒	negative
Babban Darekta Allah k'ara basira 👍	positive
Balle nan gida Nigeria, 🇳🇬 kasar mu ta gado.	neutral
Ku da za'ayi tashin alkiyima Yan Kaduna garejen me kuke yi ne🤷‍♂️	neutral
Daman daga Ingilan yake, seya Koma Chan 🤣	neutral
garin mu Bauchi da babu Cinema ya zamuyi mu kalla #wakili ☹️	neutral
Best in Hausa Fulani😂	positive
Saura mutuwa insha allahu 😂😂😅	positive
Dukka da euya🥺	neutral
Hurtumi ko Taure.shi Hurtumi namijin sa ne ake dandaqe ja'iri.shi kuma Taure Dan akuya kenan idan aka dandaqe hegen😄😄😄	negative
Ai baseya fadaba kowa ya sani😂😂😂😂😂😂	neutral
😂😂😂 zanyi amfani da bauri ma	neutral
Allah ya kyauta dai kawai zamuce 🙄⁉️	positive
Nifa inaga fa asiri akai wa mutumin nan fa? Kokuma dai Jibrila Aminu nan ne 🤔⁉️	negative
A uwark. Dandai yau jumaat dana baki rua😞	negative
Ina goyon bayan jaridar domin babu banbanci tsakanin mulkin Buhari da mulkin Soja wallahi, ta kowane fanni matsaloli ne, duba da irin yadda ake yiwa talakka mulkin mallaka, Babu wani Abu na cigaba ga talaka a Nigeria😭😭	negative
To mu saidai muce Allah ya isa bayann babuwani abuda zamu iyacewa Allah yabimana haqqinmu🙏🏾	negative
Allahu Akbar! Allah yaji kansa da rahama yasa Aljanna ce makomar sa😭🙏	positive
Shugaban masu gaskiyar jahar kano gaba daya 😢😢😢😢😢 an dai ji kunya wlh ana tsufa ana kara fadawa 🔥🔥🔥🔥	negative
Gaskiya Ina mutuwar son ganinki Allah kanunamun Randa zanhanki🙏❤️	positive
Allah yakara karemana masu daraja ubangiji Allah ya yayewa Wanda suke dauke da ita amen 🙏	positive
Allah yasa hakan ya xamo Alkhairi ga alummar da Za'a mulka🙏	positive
Allah Ya sa muna ciki 🤲🏻🤲🏻🤲🏻	positive
A aa.”amma munaso muje”👈🏻😅	positive
Allah yasa muga wurin Nan da idon mu🙏	positive
Nigeria ta fara rikice ma baba yanzin zai fara gane yana mulki nigeria 😂😂😂	negative
Kokarin rage bakin jini 🤔 Ganduje har abada baza ai gwabna mai black blood irinka ba	negative
Mallam kaifa sayar da NNPC kace za kayi 😭	neutral
Ni kuma da ahmed musa dashi nake alfahari wanda yafara ciwa Nigeria 🇳🇬 ball a tarihin Wasan kollon duniya	positive
Wnn duk zancen banza ne, me jiya tayi balantana yau😏😏 kullum babu agender yadda za ayi a daina kashe mutane sai agendar banza da wofi kuma wlh indai ba'ai maganin rashin aikin yi ba kullum hk abubuwa za suyi ta karuwa	negative
🤣🤣🤣🤣 ana iskanci agarin Nigeria	negative
Wasikar Masoya Dauke take da Sunki-sunki na na Kalaman Soyayya masu matukar tasiri a Zukatan Masoya munyi tanadin su ne saboda ku a nan 👇👇👇👇👇👇👇👇	positive
Karya ne yanzu haka muna da wuta😁	negative
Qarfin Hali sata lahira. 😏	neutral
Kaji sunfi muna ne wannan gaskiya ne 👌 Kada a Gaji A kara Hakuri Baba ya kusa kaiwa Linta Talaka zaisha Jar Miya 😂😎😂	neutral
Anya kuwa 😂 da wahala don na kan yi Kwana goma ko fiye ban hau Instagram Ba Amma bana Kwana daya ban hau tweeter Ba kuma na fi samun lavarai sahihai a tweeter	neutral
