tweet	label
nana mefɛri wo paa	positive
mesrew capo rap mu el chapo die me ba beye no nti menua charlie hye wo sapo mu nsuo yese ye hwihwe me wo interpol 🦅🦅🦅🦅	positive
k p3 different boy na wei dieerrrrr kai 😂😂😂	negative
asem b3m koraa ni you too talk 33	negative
eiiii wo gyimmie ooo 😂😂😂	negative
ha 😂 no no no no 😂💔	neutral
b3di m3 sika nyinaa m3gyi borsia aka hò	positive
ohia ama wo ka nkwasiaasem	negative
y3y3dom me nua y3 twa ato so na y33 ba🔥🔥	positive
ah menya abotr3 s3n wei y3 de nya abotr3😓	positive
fine girl wose ne din de agyeiwaaaaaaaaaaaaa	positive
nufuo na 33to adonko sei 🤣🤣🤣💔💔💔	positive
ɛbɛ tu na apa	positive
eeii saa bra kofi	positive
masa ko wo di3 😂😂 leave him alone😂😂	positive
ei make he take dash me erh	positive
ahhhh kumasi foɔ ne jon deɛ😹😹😹	negative
wonni nyansa baako mpo sei	negative
wo k p3 orphan ei koo	positive
sika ooo sika oo	positive
ne tirimu den no eer mɛ ndi nkwaseasɛm	negative
im off to chill koraay3 b3 wu nti y3 nda	positive
ei enti valentine nu y3nka ho bi 🤔	neutral
gyama wa fa bi ohn	negative
krom ayɛ hye too much yɛ tumi bisa ambulance kraa lift	negative
y33tw3n wo w berekum	positive
de gea +1 1 odwan	negative
sika y3 aboa herh aboa sika aboa sika naah	positive
nana i beg b me busia eh na ma y3 shi	negative
menhia nanso wo nyansa wɔ akyerɛ	negative
wey na s3n no 70¢ eeii online shopping ay3 fo saa eei😂😂😂	positive
ahh😂😂😂😂 please me w sunyani wae fri me so😂😂	negative
guru de3 no y3 mfante dokono paa ooo 🤣🤣🤣🤣🤣🤣 1057fm	positive
arh dis girl fool paa o arh nuela o s3 whan yi	negative
nti vodafone fo k adwuma koraa k y3 de3n network basbasa bi sei😒	negative
ne ho ɛfɛ dodo	positive
burna boy ankasa ne nyame so	positive
saa nkwasia nnwom no be rap	negative
goooaall minamino aka me na me nie oo scores for the saints	positive
etua woyonko ho aa etua dua mu heartless leaders nkooaaaa	negative
🇬🇭🇬🇭ghana ha p3 na wokye nam🐟 wc nsuomu ah y3si wakyi nsuo ne ba😹😹maf3ri mpo😒😒	positive
awo ehu a mɛ nne me nyɛ kwages o 1 cedi mpo a fa tom brɛda na me mfa sɛi adze 🤣🤣🤣	positive
mede abotr3 abotr3 saa na madu 🤍🕊	positive
kwame poku drop me amen by kwame eugene n so to	positive
raphinha too bi k3k3	neutral
nti wokasa te sen	neutral
ad3n woy3 bayifoc na wotw3 asei	negative
agya nimo da wasɛ 😂	positive
ne nim nyɛ akono baako sei anyway happy birthday bro	positive
wonni nyansa baako mpo sei	negative
shatta bandle nso b3kum nipa ooo 😂😂😂	negative
oh lord im a sinner im stuck in my ways like a driller me ne akatafoc baako mmienu hyiamu aa y3hye vanilla girl ne de mekc dinner fr3 me melina akwadaa bcne bi aa mehyia no kwan ho menka hene fa🔥🔥🔥 🔥🔥🔥 grrrrr	positive
akosua nhyira you mess me up	negative
jon who arrested the bost md nkwasia akeka nkoaaa na aka wo	negative
saa na ay3 di3n	neutral
na that rodriguez no de3 gyimi saaa	negative
2x metie nnipa ano aa anka many3 yie metie nnipa ano aa anka mandru fie 3kaa ketekete mede hy33 bayie	positive
ɛnti wu kɔ makola anaa kantamanto anaa agbogblishie dwa su aahɔmu ka english anaa	neutral
asw3 wagyimie oooo eeiiii mey3m mpo ashi me s3naa ebi didi bi akyi😂😂😂😂😂😂😂 eeiii kweku picaso	negative
daabi o 3kcm de me fokn	negative
boy wei nni sika nso ha me	negative
sɛ yɛde ewiase agyapadeɛ kɔ a menua nka wamɛto oo mans o ayɛ wo sɛ yareɛ a gyae na fa wo sika boa ahiafoɔ na mese ɛbɛyɛ kakra nfɔteɛ bɛbisa wo sɛ wagyapadeɛ yi wɔ hen ni oo wo sika bebirebe yi wɔ hen ni oo wo de anibre gye obi adeɛ aa menua wo bɛ wu agya hɔ	positive
nipa foo na ka ns3m foo	negative
yadase se wo dwene ahiafo a y3p3 anigyie nso ho😂😂😂	positive
3nsi omo yie da	negative
inyo aha na me w na metse eb3n time na ob3y3 ready delivery to cape tech y3 ahen mara so motum ab3fa	positive
gyimie saaa na woa wu kwa 🤦🏾	negative
bra enfa na gyae	negative
ka wo deɛ bridge no abu agum🤣🤣	positive
anka download mpo err na yen nya be ntwi anyway enjoy	positive
bermaaa hw3 abra afcon final ekoso enfa bi da	positive
suro nipah na gyae saman	positive
y3 p3 nu saa	positive
wo y3 kwasia paaa 💔😂	negative
hahahahaha eii akua wo papa da wase	positive
yɛn tua asante kotoko heads to appeals committee on maxwell konadu decision	positive
ei partey b fa pole mu eh	neutral
ei 😂😂😂😂siaw and ama serwaa	positive
theres nothing like clean or dirty money sika biaa yɛ sika hwɛ ɔmo gyimie bi	negative
wo de3 ko barca martin braidwith mpo b3 y3 asenn wo tweeaaa ⚽⛹️🥎🏀🏐🏉🏈	negative
klopp how ne sɛn	negative
typical milo ball yieee yiherrrrbuei bueiyawu yawu awurade asem aba 80 01 ayem shishi3 nkoaaaa	negative
😂😂😂😂yen ka kyer3 wu lol 😂	neutral
sister efya waha me papaapa	negative
on 🎵kro kro me 🔥	positive
oh me ba oo	positive
oh killer gyai saa 😂🤲	negative
anka wawu kwasia wuo y3 b3 sie wo kwasia sie	negative
real nigga paa na adwuma adi me sei	negative
enti de3n na yebedi	negative
lol anaa mortal kombat	neutral
propaganda nti nipa ni ahutɔ brofu nu nyɛ mi dɛ	negative
me nsa ho nwii na woka yi mano ho nwii na woka yi mabodwes3 na woka yi me lala nwii de3 wob3y3 den 🎶	positive
eii na de3b3n koraaa na 3ba wiase ni 😂😂🤯	neutral
nana sendi me momo	positive
na wamuna sei yi err 🤷‍♂️	neutral
wonni problem wo nan nhia fuel oo 😂😂😂😂😂	positive
ɛnka me deɛ anka mepɛ jersey noa ɛtɔ so mmienu no deɛ na hosuo yɛ ahaban mono a tuntum da ne kɔn ne nensa no the green jersey ɛfirisɛ ɛkyerɛ me asanteman frankaa	positive
aa awurade me ser3 wo pii next time wode b3bo me nipa wo ghana de3 nka mame y3 ekuro🐀 wo canada	positive
tumi bi a edi me diɛ sie bia no gyae me na kɔ men dwene obia ho me de me ti bɛgye frɛ me bosiako~ 💿	positive
masa yɛ stɛdi wɔ hɔ😂😂😂	negative
onyame ntua wo ka	negative
hmmm y3n nyinaa y3 te mu	positive
wo ly mu nie😂😂	positive
😂 😂 😂 😂 😂 😂 😂 😂 aaajeei awurade me y3m	positive
wo ne wo crew no nyinaa mo y3 mmoa	negative
de3 3hia ne s3 watwa cross ronaldo b3y3 🔥	positive
academy deɛ sɛ saa o	positive
yy not aden woawu anaa	negative
nyom fonn b3n ni mtchwww sake of noko fioo nti boys dey give am fans for comments 😂😂	negative
whɛ deɛ ɔkyerɛ bi	negative
haha i shock cuz sam de3 anka azonto na o maths fa wo ho b3n	negative
alonso ne mogya hyew	neutral
moove egyaa ma m3nfa ahona nyhe me kwan 3se wosson amaa m3 down ko waenyim na hun d3 table b3 turn level b3 change ak 1010 nns3 ahom afe3r first no eka d3 er3ko ahh nna me pow ho chaw fast fast but sesiaa aah de mey3 arsenal fan ntsi no mensuro broken heart 💔😯😯😯	neutral
oh 586 and 6 dier dem bi bros	neutral
tan hunu nti moni ahot monso monk so na montwa ntor saaaa	negative
wei yɛ proper show workings	positive
mani so bri me	neutral
nyame ne y3 han	positive
ei ohemaa wo vim suŋ wo feeli roddy ong	positive
sika ebi y3 fi daddy lumba 🤣	positive
happy birthday queen nyankopɔn nkɔso nhyira wo na ɔnyɛ wo kɛseɛ🙏 ɛnnɛ yɛ wo da🎊🎊🎊	positive
f a m e y e 😍😍😍😍😍🙏🏽🙏🏽🙏🏽	positive
haaaaad haaaaad dj slim is rema kuami de3 ny3 me ly nso me p3 adonko product nyinaaa	positive
aden y3de3 yenka ho bi anaa	neutral
eeeiii y u bore so	negative
3befa 3befa nkoaa ogeshi kakra nso	positive
nu 🔞 3n y3 obiaa na 3y3 oohhhh lolxz🙈💔😂😇 come n see som tin 🤪	neutral
nyame b3tua charity ka😂😂	negative
sumsum p3 nso hmm nyankopon ma yen ahoden 🙏🏾🙏🏾🥺🇬🇭 amen	positive
wob3tease amame me boy newo dabiaa m3ba wonky3n ab3da wob3 wale me😂😂😂	positive
ne nyinaa biy3b3di sallah no paa	positive
ashawo nso de3 nka love fa wo ho b3n	negative
y3 de sika no ama wo so anka wode ak we jollof rice	positive
ony3 sikani ah enfa no mba fie	positive
porcupine warriors wo kum apem a apem bɛba ɛmu ɛdɛ yie❤️🖤❤️🖤❤️🖤❤️🖤❤️🖤	positive
ma codes no nso me so nana	positive
when roddy rich said suro nipa na gyae saman efya odo felt it 😂	positive
maame to wo bo koto h bie so	positive
ei information wo wiase oh	positive
okafuo didi nanso onni abenkwan wai sagaa	positive
vim kraa ni tweet ni mu smh	neutral
masa gyae jon nu na y3n ka twi	negative
me w hope s33 one day minso medi sika basabasa	positive
wo gyimie s3 mre wate nkwaseas3m sei	negative
anka wo ma y3 kcce3 anka obia nti wo nka 😹	neutral
tan me awu official video prodby	neutral
mo nka window no 3nto ne knso😹😹	negative
second frame fa wo sisi ma me na meny3 supervising	positive
ah na medier may3 dien 😂😂😂😂😂	positive
drilli o o drilli wonya nampa ɛyɛ a grilli empty pocket sɛ ɛnɛ woayɛ hye ɛnkyɛ wo bɔtom bɛ filli	positive
herh ma falle ooo	positive
eno de3 ay3woka yentua nd3 ne okyena so ka ho	positive
yɛɛgye tire na airkɔso oo chairmoo😹	positive
gay man de33 anka messi ne barcelana fawu hu b3n	negative
s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa 🙄 🤧🤧🤧 mu sore a dede hunu nkoaa ene mun3 🤣🤣🤣🤣🤣🤣🤣🤣	negative
obaa na wode no toto nyame eeeii case nehu oo	negative
infact friday eyumbrr biara menyuwa gye papaapa ara	positive
wo ku apem aa apem b3ba as3 traffic akye apem no😂	positive
aden mo taataa mo saa 🤣🤣🤣🤣	neutral
forgeti momo nu hahahaha happy birthday ma	positive
wo lie yi de3 3nfa nana 🤪🤪	positive
accra fo ne aho yaa🖕🏼🖕🏼 siato	negative
wadi bet wode3 y3 me show kakra erh😑	positive
amen medaas me piii	positive
se3 ye3 di wo maame trumu na ye3 woawo	negative
agenda boys no de no regyimi😂💔	negative
whan nso nie na walewale nso y3 s3n	positive
one minutes biaa momo nam mu eeeiii mmaa koraa beye de3n wo ghana 🇬🇭 😀😀	positive
man for be bloody rich na sika y3 mogya ampa 😊	positive
kyer3s3 eehu ooo😂😂 buh chale bet nu de333 yengyae na y3nkodi d3n🤨🤨	neutral
woankasa wagyimi nti i wont mind u sia barima gyimifo tese woi dont hav to mind u	negative
if this proverb was human adwene bne ba nipa ti mu a na ne nyansa so ate nka is	negative
na akan drama dier script fa wo ho ben	negative
ɛkɔm di garçons paa awurade sɔ me mu	negative
kwame bidi ne ne hokafo bidiwaa mo ho twa ❤️‍🔥💯 happy mothers day to mama tracy	positive
raster man me y3 flair aa wode me di agoro nti wonsuro adi3 😎	positive
wo ne coach no nyinaaa mo maame tw3 na no	negative
dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ🤣🤣	neutral
😭😭😭😭😭😭😭😭😭😭😭😭 auntie ama 3koo nk anaa	neutral
bestie bestie saah na skolom 😂	neutral
ei ruth ne brofo dier	positive
sika yɛ sika legitimate anaa sɛ blood	positive
ɔpɛnimma 16 2021 ɔnyankopɔn apɔmuden mpaemuka ɔnyankopɔn mu anigyie ne ma hoɔden me wo ɔnyankopɔn nkwa wo me mu ɛnti ma pomuden yɛ pɛ me wo ahoɔden mmapa me nya ahoɔden foforɔ da bia ɛfi sɛ me nipadua yi yɛ ɔnyankopɔn honhom kronkron no asɔre den a yeyi nka awurade daa	positive
aban wei deɛ invite her fot interrogation aaaah agenda bɛn nko	neutral
name like joe wise dierr anka gyimie fa wo hu bɛn i	negative
abenkwan presido no no	positive
do i want to talk to nyarkoa no ni yinaa nie eii boys ano awu papa lmao🤣🤣🤣	negative
y3 y3 dom wo kum apem a apem b3ba✊🏿✊ king promise | don bortey | gyakie | davido | chelsea |	positive
3y3 a na moabodam ong nkwasiakeka saaa na ade akye	negative
onua ma falli oo🤣	positive
aseda ben na mefa ma awurade 🙏🙏🙏🙏	positive
wo nan ne kontuam	neutral
sɛ deɛ jah man ka no wote yɛ wo passi na wa dashe wo pass na wa dashe saa na saa nso fa woho hyɛm na ma wani nso yɛ den 👍🏿	positive
ka tika we dont choose 😢	neutral
these teams rn yagye sika yagye sika yagye sika yagye sika💰💸💵💶💷💴	positive
sarkodie ɛnyɛ wo hwee but	positive
ya ti nso yen fa 🤦🏾‍♂️	neutral
nea aduru yi de3 agye s33 nyame b3mu 😢	positive
senior e do ah send me the pdf wae cos eeiii	positive
wone opanyin bɛko nanso wo wideɛ mu rafael nadal 💪🏾	neutral
kurom ayɛ hye oo boss	negative
😂😂😂😂 so it is now koku ayidoho institute wabr3 oooo wo saa papa wie	positive
nsamanfuor nyinaa ahw3 me snap😂😂😂😂	positive
y3firi kokoben koy3 bad things bi wo fumesua wakoma sua mmendi makyi koti ba a magye sa	positive
ɛnha me oo ɛnha me kraa me yɛ very ok	positive
na wanya bibii adi anopa yie	positive
yagyae sika hasnt eaten since morning dede nkoaaaa 😂💔	neutral
😂 😂 masa gyae gyae y3 anka 3b3 y3 me d3 no	positive
niama k so ooo	positive
de3 wo de b3to mtn sim de3 anka fa twa bet	negative
relationship de3 3ka nkoa every one ☝️ minute biaa nso na brokenheart 💔 naaamu 😪	negative
manchester united fans nyinaa ani awu	negative
wo team sɛ awiesu wo ndewene wo ho 🤣	negative
otanfo ne yanko n na y3 ma nyanko oooooo is main judas br3da your punchlines that y shatta was delivering on stage 🔥🔥🔥	neutral
ring koraa yedi na header madi wo awie 😂	negative
wodi3 mengyae gyimii no nyankopon 33ba😂😂😂	negative
1057fm abusua nnim hospital akatua nso m nim ayie y3 h33333 wate anaaaa	positive
wo yonko abodwes3 33shi aa na wa san nsuo 3si wo de3 so fa cup yi ay3 d3	positive
lol dede paa anaa u dont like rap cos eii	neutral
wo gyimii s3 nt3w dokono	negative
edin no mu yɛ duru sei😊	positive
nor be coat wei nso y3nka nkyer3 wo	positive
ndc 8 years nothing better nkwasia kasa nko a	negative
boys kasa nso dabiaa mote casa	neutral
but low key dbee ns3m no agye gals no bi o 😂💔	positive
nisuo nkoaa na me su ooooo daa k3 daa k3 daa	negative
yɛ wɔ krom alooo okɛɛ	positive
awurade ne me hwɛfo hwee renhia me ɔma meda wura frɔmfrɔm adidibea ogya me kɔ nsu a ɛho dwo ho odwudwo me kra ɔde me fa akwantrenee so ne din nti sɛ menam owu sum kabii mu mpo a minsuro awurade efisɛ wo ne me na ɛwɔ hɔ wabaa ne wo poma na ɛkyerɛ me kwan	positive
nyansa a ɛgu man wei trimu no err herh	positive
nipa nso y3 den chillli 😌	positive
kwaw kese tear me😭	neutral
😂😂😂😂oh naa omo bɛ reporti ama wo ɛnyɛ competition koraa	positive
😂😂😂😂😂 wo b3 te kwa	positive
wo kyer3w bece daben	positive
this thing is getting out of hands ghanafoɔ brofo nnyɛ wei diɛ obiaa bɛko bi	negative
its well rara obiaa bɛba abɛto oo real shih if you could see how my flow dey heh yɛkɔso di yɛn mmre ahba👌🏾😊⛈️⛈️⛈️	positive
nyame betua wo ka siaaaa 😂	negative
god is watching yall nyame b3 tua mo ka paaa spoiling team 😢😭 😃😊	negative
sika nti wu typi fn ahh na ya laiki	positive
herh leipzig 😓😓✌️ onyame betua mo ka paaa😹 mmoa💨	negative
kɔ tɔ bi erh 😂 anaa some no dey deutschland	positive
verla p3 voltic bi nom nabra bio	positive
y3 de wo sie na wopue	positive
a hot twi mental teacher takyi toa ɛbɛ yi so sɛ wotwe ahoma na sɛ amma a na takyi na ɛsɔ apɔnkye kɔn teacher beats takyi until the cain broke into pieces teacher yess baah abaa a yɛde bɔɔ takyi no baah ɛno na abubu gu hɔ no 😂😂😂	positive
gyae gyimie no na sore	negative
nti na wo phone asɛe no 🤣🤣🤣	negative
masa mma wo ni ntra wni nton wati you cant destroy to build fk	positive
fa sekan twe twa mu 😂	negative
krom aye shi ooh aban tua salaries y3	negative
wish am something better aden na wagyimi kraa saa	negative
ahh ama bi ho 3f3 dodo	positive
eeeiii so psg no win 😭	negative
eeiii bla wo blɛ papa	negative
bella nso na no y3 kate kate papa 😂😂😂	negative
seniors mepawokyoww oo de3n ne red flags beberee nu🤔	positive
messi nso asa o	negative
im greatful to god for the gift of life 🤝 🙏🏿 🙏🏿 sɛ nka nyɛ nyame a nka otamfo no de yɛ ayɛ hanam ama wonse	positive
adu wee hu fioo no unnecessary discrimination	negative
😂😂😂😂😂😂😂😂😂ei tee girl no wafa biibi w fom adi anaa	negative
efie ne fie me ntumi nfrimu ɔman no sɛi aa yɛn nyinaa yɛ ti mu ashi me aa ashi me aa ashi me aa nso me ntumi nfrimu independence became dependency🤫	negative
them y3ti sika so us na sika no w hi	negative
nyame na 3yie w mo so ahaban s33 obiara b3hunu w mo su ban nye nokware a w mo nka	positive
ɛnti wo pɛ sɛ wokyerɛ yɛn sɛ odwan funu nsuro sikani yoo yate wai nanso tie no yie sɛ yɛn asante kotoko akyitaafoɔ deɛ yɛnnim aboa yaafoɔ kampɛsɛ odwan a wawuo sɛ wawu koraaa yɛbɛsane akum wo biom akoa wei paaa daberɛ won kyɛke wo ho koraaaa yɛ ka wo ho wai	positive
😂😂😂😂😂 wei wei yɛ de gye cup	negative
as one of my dons talk nyame asem di3 bible koraa si 3w kristo ni biaa akoma mu but 3to da wannim na wanfa ah emba biom hmmm	positive
kwasia yɛnkankyerɛ wo ansa 😂😂😂😂😂	negative
boa mp3 s3 k adwuma	positive
ive to try watching voice over training videos on saah brofo hunu and lafa wei nyinaa ankasa medii kor hifa mtchewww	negative
oh mesee evoer me sef	positive
fufu with abunuabunu snail kakra momone kakra koobi kakra kako kakra amane the hard on kakra salmon kakrakoto kakra ena prekotwer3 ne beef kakra s3 wo kon ado😋	positive
saa school foc adwuma nu ya gyae	positive
masa ya ka aweɛ mfa agenda mba ha i beg	positive
mmaa bi get heart ooo eii	negative
😂😂😂😂😂😂 the nana ɛnyɛ me na me faa yɛ dey kill me	neutral
mo nhw3 na monsua na moy3 abr koraa dodo	positive
sika ho ay3shi 3nti weed y3n passi	negative
eyramadzo wherever udey nyame nhyira wo heerrr solid babe ankasa😍😍😍😍	positive
nyansa ni baako ho 3den ky3n agyimifo 40 🤣 charles taylor	negative
chaiii gye wo two ✌️😘	positive
saa akoa no gyimii apeeetoor ɔno nkoaa nti ɛdin ampaonsah nyɛ me dɛ	negative
ebi so wey onyankopon manifest	positive
me maame last born🤣	neutral
oh biribiara yɛ bɔkɔɔ	positive
1 minute biaaa na fake news nam mu 🤣🤣🤣🤣	negative
3ny3 gyimie aanka ghana ni ba de3 bedae gifts fa wo ho b3n	negative
wo gyae cha cha yi	positive
tswww y3 d3 3tuo 33y3 den twa akosua kumaa nu ma y3n madam	positive
kwaw kesse mpo twa bet na me kwaku owusu	positive
mo nso mo ha adwen o	negative
wei nka ɔkyena yɛ holiday a yɛde bɛkɔ long weekend na nso addo d se obiaa bowa	positive
kasa yɛ mframa nana yaw amponsah is the man to trust	positive
sika nkoaaaa the socialites of ghana 1 no	positive
sia wo na wo bl3 😂😂 cdi pounds wo di cedis woti ha di na t3m 😂	negative
ma me sika na gyae dede no	negative
b3 tu wani na 3fre hc	neutral
on reggae mu kakai 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥	positive
mstchew mo na mo br3 😀😀kafera	negative
ɛnhyɛ me ho a mehyɛ me dɛɛm mene obia nni asɛm	positive
ose ne maame twem😭	negative
sika sem nti mene nipa mmre3🙁	positive
boys gyidie nyinaa finish	positive
wo dier wo nkwaasem sei aaaa	negative
waabr33 sinn yesu suaa as3ndua drudrudu ne y3n bonni nyinaaaa 3nti nya abotr3 na bibiaaa b3 fyn	positive
yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed	negative
madam wei paaaaay3 s3 aponkye bini aah 3gu milk mu😍😍😍	positive
saaa na ay3 de3n	neutral
3toc gye aman 3toc yi akwan😂😂	positive
am waiting 4 stephanie ne brofo akese3	positive
e be nice mmom nanso 90 mns ns3mhunu nkoaa	negative
na despite ba dierr wo de momo 333y3 dieen🤣	negative
saaa thread yi bon 🤧🤧	negative
ahoɔyaa yɛ wo dɛ dodo aahba	neutral
yesu koraa de kye yeeeee	positive
ah daabi me nda y3	positive
brofo no wo fom waaa	negative
fa wo gyimii kc	negative
massa gyae kasa bebree no na woototo ntosuo eegu tl no so	negative
ama u never dey disappoint faa ma omo♥️	positive
cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta	negative
sika sem nti hmmm	negative
wakoma sua m3ndi ma kyi koti ba ma gye sa nika no da me ha nso wall no na m3twa m3si akyire bosome baako me ndaa fie street ne so ay3 occupied wo killers no nso m3yi akyire 🔥 🔥 🔥 🔥 🔥	positive
yen nda na mo ada	positive
wo nni sika a mfa ohia nka nsem foo 😂😂😂	negative
eii at wo line so de3😁	positive
massa go watch pogba na gyai gyimi nu	negative
mepawokyew wo ho te sɛn	positive
wonni sika aobaa biaa ho y3 wo f3 😂💔	positive
what can come can come 🤔 anaa yɛbɛ wu enti yɛn da	positive
aba booshit nso nyi yi 😂	negative
eeeei massa relax wai nya abotr3 wai na richattah ay3 ready s33	positive
wagyimi oo saturday come pick me err	negative
herh chale mmaa wɔ nkran mpotamu ha o	positive
bro e bi bni with a touch of cod swag	positive
wo tems wo y3 me taste paa nso me nni sika	positive
already nu kofi nu sika nu ensu nu na ama aba sre nsu in addition kyr3s3 ama b3gye sika di at born straight oo enu kraa as3 ensu ama po kofi ay3 mb 3km na di b3da	neutral
😂😂😂😃 e be gob3 anaa	positive
tv3 no 3b3 ti ako paaa na akua addo dressing yi	neutral
woboa sega no yɛ highest	positive
lol tell me more 🤣🤣 adwen fi	negative
wo kum apem a apem beba🔥🔥🔥 welldone warriors	positive
sika wo fie sika wo bank🤣	positive
3no ne brofo bebree wei	positive
owura me se siso biom wai	positive
focus na gyaigyem33 na b bra	negative
nyame aa np3 bne	positive
ma recordi dwom a ma hordi min releasi nti yɛ na fans no havi doubt ☝️👑😃	positive
eeii na whan nie😹😹💔 wendy shay efia odo sakodie castro sam george 3tor	neutral
wakoma sua m3ndi ma kyi koti ba ma gye sa nika no da me ha nso wall no na m3twa m3si akyire bosome baako me ndaa fie street ne so ay3 occupied wo killers no nso m3yi akyire 🔥 🔥 🔥 🔥 🔥	positive
odii y3aaaa na owuu y3😀😀	neutral
