tweet	label
Ewo! Iji ya! Isi gi kajad!😍🥺	negative
Apama wu nnor onye apari🤣🤣🤣🤣	negative
Lmao. N ga tuba gi ime ofu ubosi.	negative
Loòool. onye ara ibe m🙄	negative
Bia nwanyi aa,iga egbu mmadu oo,uchenna ose na adi na pepper soup oo,oya tugharia pepper soup na asusu Igbo.	negative
Nawa oh. We should now fear police more than robbers? Chukwu napukwa ekwensu ike	negative
Imitation prophet abiakwa ozo	negative
Nwa ibiakwa nke ne ese okwu	negative
Ina acho okwu 😭😂	negative
Nsogbu dikwa oh😂🤣	negative
Chaai 😭😭😭😭😭😭 Obi mgbawa this early morning. Mana nsogbu adiro	negative
Onye obula hapuru nke ya wee were nke onye ozo, ghotakwa na ita aka n'onu ga-aburiri nwunye di ya.	negative
Typical Igbo woman.Ndi obi akpo	negative
Ọnụ gị bụ nsi😂😂😂	negative
Nne, ike gwuru. 🙇🏽‍♂️	negative
Egwu nke a ririm ọnụ biko😂😂😂 ike gwụrụ 😢	negative
Oga eme gi vum n'anya	negative
Chukwu ekewekwana ihe ojoo.	negative
tufiakwa onu gi.	negative
Agadi zụkwanụ ike	negative
Ndi na emewa m obi	negative
Carrie onye ishi mgbaka!	negative
Nekwa onye a 🙂🙂	negative
Ooh, it's actually "Nwa Onye akwuna"	negative
Chineke ekweghi ihe òjòó	negative
Mechie ọnụ osiso.	negative
Isi adikwa gi mma?	negative
😂Lmao Chigemic ur man egbuo gi	negative
Isi adikwa nu gi nma!	negative
No 🧢 bro Ezigbo ndi ālā yíí ákwā	negative
Agwo tagbuo gi	negative
🤣🤣🤣🤣 Ajo mmadu. Till dawn chaa	negative
Next week no go bad nah. But nsogbu bu iga aputakwa aputa	negative
Mpuru amu nwoke mmadu atago afufu! Lekwa ka osi jiko the thing 🤦‍♀️🙆‍♀️🤭	negative
Gi na Buhari ga wu onwu ike!	negative
In other words, ibu akwuna ndi ocha?	negative
Zuzuru gi gbafou here olukwu, ndi grammar.	negative
Iweputego is a problem. Amu kwanu nsogbu! 😖	negative
Kitikpa aguleri sachie gi utu ohu. Nonsense!	negative
Kemgbe ụwa, bụ go dị onye nsogbu 😂😂😂😂	negative
Okwa nwa di ala gi oh	negative
🤣🤪Omalicha, rapu ndi ala, o ochi isi mgbaka ka fa na achi!	negative
Gasibenụ ike biko na oge adịrọzịị🙄	negative
Manz wrote to EU and AU too. ONYE nzuzu	negative
Afo sagbuo gi there 😡😡😡😡	negative
Taàa mechiegi onu	negative
Ezigbo mad o	negative
Ahh, nsogbu ga adi	negative
Iberibe dị obodo anyị dị egwu.	negative
Buhari di busy na ebughari Ndi mmadu	negative
Taa gbafuo gi there 😂😂	negative
Nne rie nsị. Chukwu kpọọ gị ọkụ	negative
😂😂 Ndị ọsọ chi egbu 😁	negative
LOL Wike is a true Obio Akpo man! No joy 😄	negative
Fret not, he won’t do nada. Umu uwa nka sef🙄🙄	negative
Umu nwoke 042 adahi agba nbo	negative
Nna Ike agwugo m	negative
Health, Country, Emotion. Ike gwuru	negative
Gbajie onu anyi 😍😍😍😍😍😍	negative
Ezemuo ina acho okwu.	negative
😂😃😂 . ezigbo ndi ala	negative
This 1 weak me.Love gi gbakwa-oku der.	negative
Onye obere okwukwe.	negative
God: Mgbe ina agbawa ụmụ nwanyị obi i marọ! Infact, Oge rie nsị!	negative
Plenty money gbukwa gi dia	negative
Afo ezi di ka gi	negative
Una don see am abi? Onye nzuzu	negative
😁 Ọkwa maka una ka ụmụ nwoke ji egbu onwe ha	negative
Hmm, ọdịkwa egwu	negative
Bia enyi kpachara onwe gi o	negative
Ike ụnụ n'abo agwụgom. 😂😂😂	negative
Negodi nnọọ ka ụmụ nwanyị ndị ugwu jị asụsụ Hausa na eme mpako na ngara. Ndị nke ọdịda anyanwụ ejiri poorly combined tenses a form ihe mmadụ amaghị isi ya Ike gwụrụ	negative
Emi phyno, baba ibo, baba obagu kinma ladi, kinma jedi, abacha- nonsense M n’aracha gi,i bu ube? See Eba puo osiso!	negative
nsogbu ga di	negative
Oge a diro oo😄😄😄😄	negative
Onye ara. Isi gi ozugo	negative
Mgbe oge luru kita, i na tagheli onu.	negative
Shebi after you wee say i get ajo onu. Okwa ifugo ndi ji ya akwu ugwo ulo	negative
Zuo ike akwuna ọkụ	negative
Lol. Ndi mmadu na ezuzu ezuzu	negative
Mmechi kene onu biko	negative
25 gbuo gị there🤣🤣🤣	negative
Oringo gbukwe gi 😂	negative
Uchu Kitikpa lachapu gi Anya Nkita rifokwa gi nsi Anuofia	negative
A na ekwu na 24 hrs ezuro, nke a na asi holiday! Nkita ya fu alacha gi anya.	negative
Onye ara nkwo agu😂😂😂	negative
Negodu mummy mmadu	negative
O nwere uche ma oli	negative
Iberibe na enye onye ara mora	negative
Lol. Ndi ara juru ebe niile.	negative
Kitikpa! Thunder! Nya eh! Egbe eli igwe eh Afo osisa! Isi nkwocha! Maka chukwu eh! 😭😭😭😭	negative
Ndia dị mma ikpuru kpọchie one time	negative
Ekpele onye mmiri na eli 😂🤣	negative
Ekwensu kpuo ụnụ ọkụ there!	negative
Eziokwu, mana nkita si Na anu gbakaria ya n'oso ome onu ka anaghi eri ya eri. 😂😂 So nna, kam fichaa onu na nkea😝	negative
Odogwu kugodu gi ngwuro 😭😭😂😂	negative
Ụmụ ọgwụgwụ oge ọjọọ!	negative
Aji onu ka brush ndi awusa 😂.	negative
Nsogbu dikwa here.	negative
Ndi ogwu ego 😭😭😭	negative
Ezigbo ohere igwa gi n'iberibe gi n'atu ndi mmuo ujo. Ike gwuru, okpara mmadu na etiziri ndi okpo ntu mkpu? 😢😭😱😨	negative
Ngwa nu, ike agwu go'm. Gbazie shot nke gi.	negative
Clowns in government! Rụọ ụzọ, mba! Mana ị ga etinye ụgbọala maka ndị ga-ama Ekeresimesi 🙆‍♂️. Biko kedụ onye anyị mejọlụ?🤷‍♂️	negative
Ala gbabuo gi there.	negative
Nwanne igbu go'm 😂😂, electric shock nke ana ekwu ifa bụ nke si na high tension wire ndị PHCN 😂😂	negative
Haha. Ezigbote onye mgbu. Odi ya na aru	negative
Iwe gi adịna annoyed!😂	negative
Due respect ahu jidekwa gi	negative
Amakwam 🤷🏽‍♀️. Ihe’m ma bu Na o buro’m.	negative
Akwụna ọkụ! Tụfịakwa!	negative
Odi egwu. He wants all😂😂🤣	negative
Professional akwuna chi ụmụ	negative
Na craze de worry, ndi gentleman aputa	negative
E better mature maka Chineke nna ikpo ya oku 😠😠😠	negative
Lee kwa gi Lee kwa onwu.	negative
Mechie onu oo	negative
Anuofia Nkita racha gi ike Idi ka ezi bida Nwa ogwugwu oge	negative
Chukwu onye okike ole mgbe?	negative
I malu akpu I lie 😂😂😂	negative
Friend ahu gbuo gi pliss	negative
#Repost dancegathering with ・・・ #Instructor - Onye Ozuzu is a dance administrator,…	negative
Wait o🙄😏😏😏 Una dey attack ? Thunder afo osisa gbagbuo unu n'ile. Ndi Anumanu🙄😏	negative
Bikonu lekwa’m, lekwa nsogbu. How will you be fighting the one that is not fighting you?💀😂 Cheta na ndu bukwa n’otu isi onye obula, biko. Udo.	negative
😂 😂 nke awụsa ka ọ nke Igbo?	negative
O bu iti! Ezigbo iti boribo!	negative
Mmadu atogokwa n’ obodo a	negative
Mbakwa, Chaa Chaa nke a buzi nwa ewu 🙄	negative
Aunty Ogoo, ole mgbe o 🤷🏾‍♂️	negative
CeeCee, mechie onu nsi gi.	negative
Odị egwu really	negative
😂😂😂😂😂 Akụkọ a nwee ka ọ dị. Chei!	negative
₦200 okirika😢😢. Ekwensu aburi ezigbo mmadụ at all.	negative
Nwoke nwafia zukwanu ike	negative
Ike gwu. 😂😂 nwata achoro biko. Ndi ala erika ebea	negative
Onye nkem. Ndi mmadu dinno nzuzu	negative
Kedụ ebe ịnọ akwuna a🙄	negative
Onye bu isi shampoo? 😂😂😂😂😂	negative
Indeed; "Iberibe na enye onye isi adiro morale!"🤣 Lee ka oji "phoney" na ezu oshi! 😂🤣🤣🤣 Leemaoo	negative
Mpa gị na mma gị bụ ọkpọ nsị. Gịwa bụ nsị anụ ọhịa. if you don't understand mine u might as well be mute imbesilas	negative
Ihere amaghị eme ụnụ	negative
🥺🥺🥺 chineke mgbe olee?	negative
Ọ di egwu ọ.	negative
Ike gwuru nna 😁	negative
Nna o gwuru m Ike.	negative
Ọkwa coro, Chineke kpọ ya ọkụ. Ọkwa ikwesị nye ndị boys mmanya kanyi laa	negative
Isi gị ebe ahu. Which afo	negative
Ndi ana aria ka afo osisa 😓	negative
Ka anyi ga ra otu 😂😂😂	negative
Men ra gi ihe aga ara gị otele èkpè re gị ọkụ, you will know that ikpu tighter doesn't tighten anything	negative
1) No facilities 2) Odikwa risky	negative
Men's respect gbakwaa oku	negative
Si ebea puo jee choo akaraka gi 😂	negative
Nna gi bu onye Ara. Idiot.	negative
Loll. Dị uru dịka gi🤣🤣🤣	negative
Nkịta pikwa gị ọṅụ ebe ahu	negative
Dokita o n'eme dreads? Odika icho ka'm bia dia, ji aka'm kpuo the isi🙄🙄🙄	negative
Eze n'aghogbu ndi ona achi😀😀	negative
Kester. Nri bụ ihe ga-egbu gi	negative
😂😂😂 Isi gbari gi mehn	negative
The thing dị egwu!	negative
Mtcheew nke gi😌😌😌	negative
Ezigbo nonsense o nne 😂😁	negative
Ike clearance adiro taata biko	negative
Taa! Anụ ulo. Gbafuo gị there!	negative
Bros Ike gwuru🙆🙆🙆🤦🤦🤦🤦	negative
Ọ di ezigbo mkpa. The afufu aka agwuro, mana ọ ka nma ịnọ na AC na ebe na Buhari egbugo madu. 😂 Life bụ stage and turn by turn.	negative
😂🤣🤣🤣😂🤣Na ihe niile na-eme na Nigeria, bụ ihe zuru ezu iji gbaa ọsọ🤣😂😂	negative
Odi egwu really 😂😂😂	negative
Mechie onu osiso Ogbunigwe dika gi	negative
“Ndi alaa,” I go dey ghost mode 😎	negative
hapụ ndị ara ahụ	negative
Ihe ojoo na ato ochi	negative
Akwụrụ ọtọ tụba nwanyi ime, omụọ onye ala. Nwa ewu gbuo ikpere n'ala, ọñụlụ ala #IgboProverbFriday	negative
No. I'm broke Chukwu	negative
Ichi gosi uwa n'cha ara gi?	negative
Taa! Weré nzuzu gi ga one side biko	negative
Civil gbuo gi dere	negative
‘Talking stage’ gbakwa oku.😁	negative
Oge adiro, nwanne. Odigo di, refree ga egbulu gi time up. 😂	negative
O di Egwu 👀💁🏿‍♂️😊	negative
Sii ebea puo kitia o, agam awukwagi mmili oku o	negative
Chukwu ekwele ihe ojuo (meaning God forbid.	negative
😁Asin eh, ike gwuru	negative
Okwu na Uka	negative
Hey nedu igbuola onwe gi😜	negative
Onye isi mmebi	negative
Nnaa ike kwuluu oto gwụ the guy 😂😂	negative
Okwa ara 🤷‍♂️ 🙄🙄🙄 Good morning gbu gi there	negative
Iburu chi gi uzo igba gbuo onwe gi na oso	negative
😂😂😂😂😂😂😂😂😂😂😂 Just lookat nwa izuzu mmadụ 😂😂😂	negative
Isi gi no?🤷🤣🤣🤣	negative
Aga aju Onye? Na who go confirm?	negative
Hope u muttered in Igbo "Ara sa wa go onu gi"	negative
Gbam i jie. Ndi owu ite na cho ka owu saba onye obula ka osi asa ha. Ndi ara!	negative
Iburo ezigbo mmadu atall	negative
Chukwu ekwela Ihe ojoo. Tufia	negative
Nne rapu ndi ara, ndi uchu,ndi ogbeyin,ndi nzuzu😂 Set Awon bambiala	negative
Rapu onye ara ahu	negative
Ara GBA gbuo gi dia😏😏😏 El porina😂	negative
Chai! Lekwa ndi mmadu na asi! 🙆🙆🙆	negative
No mind am. Okwa ndi oso Chi egbu o	negative
Nsogbu di, suo asusu gi 😂😂😂😂	negative
No be una again, Fear women oh☹️Tufiakwa maka IPhone 11, oluzie Hushpuppi unu achawa ya mma n’olu	negative
Kitikpa lacha gi anya there. Agafu 😩	negative
Akonuche gi di in shambles😁 na koeri ka onye eberibe😁 choke on your 🌶🌶🌶🌶 bye dingbat😁	negative
Ike unu agwugo'm 🤦‍♂	negative
Lmaoo odi egwu!	negative
Kaii Onye nsogbu	negative
Hahaahhaha! Onye ori!	negative
That one knw zodiac too😌 Skills o ji araputa umu nwaanyi😌 Akwuna nwoke	negative
Yigbuo kwaa onwe gị na slippers there idiat! Slippers yirikwa go😂😂😂😂	negative
Nne eh,ndi mmadu dikwa nno iberibe!	negative
Troopz onye ala😂	negative
Onye ahu ana apu ala	negative
Win Gịnị? Ahụ adịkwa onyea?	negative
Mechie onu there!	negative
onye iwe na ewe ya biko wegbuo ya. SELENSE	negative
Akwuna chi ụmụ 🙄🙄🙄 Ifurozi	negative
Omenana n’ese okwu	negative
Ara di na onye obula na this place	negative
😂😂. just add “gbagbuo gi”	negative
Chineke napukwa ekwensu ike! Tufiakwa!	negative
Lia isi agbakaa go gi👾	negative
Nsogbu Umu Uwa. Hmm oo!	negative
Okpukpu gbadokwaa gi dia. Nwa ewu di ka gi.	negative
Negodi onye nke a 🤣🤣	negative
Nwokem ibugodi ezigbo anu mpama 🐷🐷🐷	negative
Agwalam ha before. Umuaka adighi anu ihe	negative
Onye nsogbu, I dey	negative
Onye aruru ala 😂😂😂	negative
Dupu ndi mmuo ojoo	negative
Onye brother akokwala that thing biko	negative
😂😂😂.o di egwu	negative
Mechie go onu	negative
Mafren kpuchie ọnụ	negative
Oblomov adịghị umengwụ. Naanị ihe ọ chọpụtara gosiri na ọ baghị uru.	negative
bia Sally, m ga agba gi nke n'okwu here o, &amp; m gbaa gi ya, iga ewete onwe gi n'elu Buhari	negative
Nwanne gbawa door! Ndi nmgbu! 😂😂😂	negative
Dika o si n'akogbu m kita mana ifele ekwerozim ayò ayiyò.🤦🏻‍♀️	negative
#WeDeyPlay; nsogbu #WeekendOyoyo With Michael Effiong |	negative
Ha ga la pu gi salvation. Okwu nke a gbara m ara oo🤣🤣🤣🤣🤣🤣	negative
Wisdom egbukwana gị oh	negative
Ndị akpọ nwelu weight na industrial tools	negative
Brazilian hair tagbo'u gi na onu	negative
Lol, iwu onye ara!	negative
Mechipu onu gi	negative
Akin. Don't tell me you're short oh 🤷‍♂️ Ndi akapo n'ewe iwe oku🤦‍♂️	negative
#fundme gbukwee unu Nile there.ndi nzuzu	negative
Nna ehh. Ife nkea di egwu	negative
Onwa chii ejigo zuzienu ike	negative
Umu ekwensu? Chim o 😀😀😀	negative
Why’re you not a pastor? I n’acho ife i g’asi na madu gwara gi, okpo!😒	negative
Chukwu ekwela ihe ojo!	negative
😂😂😂😂 maka Chi otorokwa ochi. Nke bem na Imo si zie gi gini? Ike gwuru.	negative
Otororo gbuo gi there 😭	negative
Odiro gi egwu?🤣	negative
Ha pu lu ekwensu ulo ya !	negative
Icho mechanic ko enyinwoke. Even I won't do that na I di Apu ala	negative
Eww, WTF!😬🤦 Ndi mmadu eeh	negative
Ọ gaha e nye gị isi 🙄🙄	negative
gi na onye? ifugo m ebe nyi shimi mbu🙄?	negative
O di ka ewu unu bu onye nche 💁🏻	negative
Gbam! Onye ihe anyi n'ewe iwe ya biko wegbue ya, osukosu nwa mkpi ya biko sugbuo ya!	negative
Onye dere ihe a di mma ipia utali	negative
NP: Onye Ara by on #ManMustWak W/	negative
Obodo bụ ìgwè	negative
Nne, Ike agwugo m	negative
Why do I feel na Doctor ahu na scam ndi mmadu so na ndi gbara report maka PosfFelly 🤔🤔🤔🤔🤔	negative
Nna mechie gi onu biko	negative
Nwanna I just tire oo. Ekwensu kpor ha oku	negative
🙄🙄Kam nwetakwa gị	negative
Lmao Onye mgbu	negative
kpachara anyi gi! 😐😐	negative
Until eziokwu ara puta gi 🤣	negative
Fucking T Boss nation na anaghi ekwe Mmadu nu nti	negative
Aka m adiro na nkea bikonu bia kpokolu ndi whatsapp group unu biko 🤣😂	negative
I jighi ahu mancha! 😂😂😂	negative
Onye mgbu. Rie nsi	negative
Onye Ngaga bu oji onu. 🤣💯	negative
Ezigbo akanti kam geh ji weh spray the money .	negative
Nwa a joro njo di egwu 😂😂	negative
Onye amuma1 of Ala twitter. 😂	negative
😏itagburu onwe gị na pizza	negative
Nnukwu nsogbu ka nke a na-ebute kwa. E kwesịrị ịjụ ụfọdụ ajụjụ dị cha nnukwu mkpa. Emesia ka m denye ha ebe a. Daalụ🙂	negative
My brother ike gwuru oh	negative
Ejighi amu e nyi ashowo egwu!	negative
Dear reps, unu amaghi ihe at all. Tie nu nsi. Nonsense	negative
Ara Ga Agba Ndi Ara nwanem	negative
Taa mechipugi onu, kedi otu Agwu gi buru bondage bikonu? Agwu bū chí íwe, di ka esi wéé Mgbochitéé na Agwu.	negative
Drivers seat ko Danfo ni Ezigbo nkogheri	negative
Jide kwanu onu gi aka, onye asili	negative
May amadioha strike you dead! Onye apari!	negative
Ezigbo ndi ojoo	negative
Nne metchiezianu onu gi! Onwero ndi n'agwa gi okwu bikonu?🤦🏽‍♀️	negative
Unu na lacha ike 😭😭😭	negative
We call it ụwa siri ike	negative
Ogbu mmadu mgbe ndu n'ato ya uto	negative
Nke ya puru iche ooh 🙄🙄	negative
Kitikpa rachapu gi anya there with "cruise" 🙄🙄🙄	negative
Ana m achọ nwa mmadụ nga emebi.	negative
I smell ndi ara	negative
Iwe dim na ahụ already	negative
Olee change na corruption ha si na ha na akwusi. Ebe ha bu ndi di corrupt!	negative
Onye amaro onwe a, bu onye ara." - Igwe Obi Achebe. #IgboCFM	negative
😂😂😂. Rubbish aburokwa obere rubbish o. Ndi ara.	negative
Nne, ujo a na atu gi? Gozie is my Manager.nya jee nalu ya the money	negative
Chineke kwokwa GI oku Ramos, ime re nti ka nti ele🖐🖐ahu onu ka nwa nkpi Madrid 😆😆	negative
Obi adiro the woman nma o,odi lucky na onwero onye turu ya pure water there 😂	negative
Joke gbuo gi there🙄	negative
Ndị iberibe aputawala.see them	negative
Iwu onye iberibe, tufia gi!	negative
Akuko Ndi Mmuo 😏	negative
bia kpachara anya gi	negative
🤣🤣 otu Ihe ga egbu nwoke 😀	negative
😂😂😂 I ma na obughi ony'obula nwere amaihe na nghota So I had to break it down for her nap, to help a sister, Okwa ha si na ndi igbo anaghi e yen nwanne ha aka, I'm doing that now na, I'm helping her out🙂	negative
Well, this has proven to be untrue. Ndi ashewo na ebu uzo amuta nwa kita o	negative
You no go leave Esther alone àbi? Ocho okwu!	negative
Nne, gi ni n' asò gi anú?🤭	negative
😂 😂 😂 😂 ichoro m nke gi	negative
Don't mind ndi iberibe!	negative
