tweet	label
Bikonu! Mere nụ anyị ebere ma gbaghara anyị njọ anyị n'ụzọ ọ bụla anyị sịrị wee mefee ma magide ụnụ!	positive
Onye mara Uche Chukwu. NOBODY!!!	neutral
Burna Boy: kpo kpo di kpo kpo di kpo Me: angeli angelina you dey cooli my temperature.	positive
kedu ihe omere nna? Osere anwuru iro?	neutral
Ike ite na atọ kari, bikonu😭	neutral
Agayi'm atu egwu cus Oluwa is in control.. God has gat me.. #SelfLove #Jesuspikin #Thatrisingstaryouknow 🎶🎧🎸🎹💓💯	neutral
😂 😂 😂 Maka ndu gi	neutral
Nwa oma, chai nmadu o gwa tula gi na iwu FULL OPTION???? Iwuru phone iwu IPhone Xs max. Iwuru ala, I no na Banana Island. Iwuru motor Iwu Mercedes Benz.	positive
Kedu ife afia nke m? 😏	neutral
Achọrọ m ịba ọgaranya ka m nwee ike lekọta ndị ọrịa na ndị ogbenye ma zụlitekwa obodo m. Achọrọ m ka ọ bụrụ mmetụta ma nyere aka ugbu a na ọdịnihu 🙏🏿	neutral
I bu Chineke, I bughi madu, okwu gi nile bu eziokwu🙏🏾	positive
Kedu ncha bu omo ...nwanne itoo n'ogbe	neutral
iLLBliss Ft. Lucy Q &amp; Terry Apala – Chukwu Agozigo Gi (Pt2)	positive
help us out onye Nkuzi	neutral
Onye kwa na-edufu ndi mmadu uzo?	negative
Nwanne welu oche ka enye gị nke gị 😁	neutral
Okwa Chukwu Na Eme ya.	positive
Ndi ara everywhere 🤣🤣🤣	negative
Adighi asi nwata ya epuna eze ogu, kama ya pukwaa onu oga eji kpuchi ya. #igboproverbfriday	neutral
Hapụ yá, he just wake up from sleep.. Ịma nà mmiri zoru ná ụtụtụ taa	neutral
♬Okorobia di nma Mma mma eh Chi onye'm ji eme onu Mma mma eh♬ #CommunionService #GH_OuterRingRd	positive
Ndi igbo nyere nu onwe unu aka. O buro ita winchi n’office. Gwa nu ndi Oga unu, ha nyere anyi aka, na mmiri e sekaria garri.	neutral
O buru na onwu egburo amu, o ga eli li ife gbara aji	neutral
Dalụ 🙌🏾 Chukwu gozie gị	positive
Enyi gi nwanyi biko.. Very soon agam agunye gi ebe ngunyere	neutral
🤸🤸🤸Igbo bu Igbo🙌💪🤛 Igwe bu ike! Onye aghala nwanne ya!	positive
HBD , God bless u more Onye egwu. Birikwa #Thetravelers Suru Lere, Lagos, Nigeria	positive
Adighi a gwa ochi nti na aha e suo! 🤷‍♂️	neutral
😒😒😒 Just negodu onye hatiri onions! Kedu ka isi ata abacha?! 🙄🙄🙄	neutral
Ezigbo Ndi ori	negative
Achọrọ m ka m na gị mee mmekọ nwoke na nwanyị	neutral
Nwere aka nti mari ha agba	negative
Ná ébé kwa nụ kà aga ajugi kà imerụ......	neutral
Ngwa bia Center Nnokwa k’anyi taa Egbene igbo..	neutral
Onye kpátá akụ ọzọ pia mmadụ ịsị	negative
Olaiya Igwe is good.	positive
#Mood 🎶 🎶 PHYNO-Agu 🎶 🎶 Uma amagu makwa ife-an'alu Umu nnunu mawka ife an'alu Ima-na ndi obodo makwa ife-an'alu Nwa chuba ha na iso na ife-an'alu Uma amagu makwa ife-an'alu Umu nnunu mawka ife an'alu Ima-na ndi obodo makwa ife-an'alu Nwa nwudo fa na iso na ife-an'alu	neutral
Ask ndi Nnewi , this traders are heavily taxed and they are very angry. Don't underestimate traders, most of them are big wigs na Ife na eme na Anambra. Juo maka akuko nwa nne ya na ere akara	neutral
Ezenkwobi ónyé spare parts na Agbani 😂😂	positive
Negodu onye si mmadu resignia 🤣	neutral
*Nne iwuru ihe nmicha....I bu Udara nwa ñnu. *Tomato 🍅 jos. *Oroma nkirisi 🍊 Bia kaa m nye gi ihe I n'eri.😁	neutral
Nke osikwano gini?🙄	negative
Nka’hu ina ko di awuhu di nke ya sef 😂😂	neutral
Che fuo ha. Ndị ala ndị ala	negative
😂😂😂😭i bu onyeapari,ga nihu the place,umu nwanyi juru ebe nineh	negative
#NP Jesus Bu Onye Ndu by Chief Osita Osadebe #Igbohighlife with AdaN'liUkwuAnu, Nwachinemerie #1047SMAFM 08188881067	positive
Nne eh, weather di ebe a bu dachii. Mmili na ezo. Omalicha ikuku na oyi abani. Jidenu Abuja unu. 😁😁	positive
In ancient times, onye bụ ọzọ n'igbo n'enyi aka ná ụkwụ ya....	neutral
Ndi obi akpo 😂😂😂😂	negative
Ngozi ga diri ndi na echerem echiche oma.. 🥂 #Show🕺boy nwa Jehova ☝️ Lagos State	positive
Ó onye awusa😌	negative
Nwa nwa, ịnyịnya ibu gị dị nnọọ nkọ💌	neutral
Kitipa tagbu kwa ha na anaghi eji ihe ojo akwu ihe ojo.	negative
Congratulations Unem Ezigbo Ada Udi bu ibu	positive
Ekwulu eziokwu? Kedu ka o si buru your sister. However, your sister enworo nsogbu ebe m nno. A na m echekwara ya echiche oma.	neutral
Okwu na eso akuko	neutral
Very very soon o But ọbughi onye nke a o Maka na madu dịghị anụ nwanne ya	neutral
""""okwu ba na ego, anam e take ya personal""""	neutral
Iwobi no dey drive at defenders. My guy dey do uzo kpọchiri anyi a kuo reverse😂	neutral
Chukwu nna nye m ogologo ndu Na aku na uba 🙏🏾😇	positive
It's Nri. Agukwu is a village in Nri. The other villages are Akamkpisi and Diodo	neutral
Ihe agba na aka, ejighi enyo ele ya	neutral
Ozo kwa?😂😂😂 Onwero kwa oh, ije ebigo na	neutral
nwaanyị mara mma, biko ka m metụ ihe nile Chukwu nyere gị...	positive
Ututu OMA nwoke oma	positive
Nwanne ara di ebe a o	negative
Chukwu Oma Onye Oma Nna Chukwu Oma Onye Oma Nna Chukwu Oma Onye Oma #HODService #SUNDAYPRAISEJAM	positive
Ndị Anambra can NEVER Relate 🤣🤣🤣🤣🤣🤣 Isi Shampee emegokwanụ mmadụ alụ	negative
A story of a prey... Love ndi mmuo! Mgbo piawasi kwa gi anya... Anu mpama!	negative
Ndi Igbo na gba mbo gwo gwo.	neutral
Nwanne mmadụ... Aka m dị n'elu	neutral
Ndị sịlị sịlị sịlị na ndị kwulu kwulu kwulu	neutral
Nde mmadụ na iberibe 🤦🏾‍♂️	negative
Ndị gbarụ afụrọnụ ngwa nụ, oriri awufu adaa...!	neutral
Na Nigeria nke ugbua, Maka gịnị zi?	neutral
Onye'a akpaghi ahu. Sad!	negative
Di okpala mmadu, he was taking his birthright.	neutral
Akụkọ, kam nukwa	neutral
Nwoke nke na-ada ụra ga-ejide ọbụna ahịhịa iji chebe ya pụọ ​​na mmiri ma ọ bụ ebili mmiri. #Igbo #GoogleTranslate #AfricanLanguagesDay #Africa	neutral
Meanwhile, o kwa ndi na ara di mmadu jury na twitter a	negative
Nwa aba to the world. Chineke gozie anyi. Aku elisi elisi ka anyi choro na aka chukwu. I tap into your blessing sir	positive
Egwu anaghị atụ fa, when I'm here	neutral
Ngwanu. Udo dịrị gi	positive
Onye imana ije ojigolu ukwu ya jee na Onitsha anyia na abazi n’ ubulu	neutral
M nwete gi ehn ihe m ga eme gi😒	negative
I jighi ahu mancha! 😂😂😂	negative
Di boy di nma ikponye ndi Mali 😂😂	neutral
Nsogbu di o😥 Crisis nno na middlebelt region😣	negative
Umu Obiligbo - Okwuego and Anya na ene uwa Kai Igbo music is peace of mind sha	neutral
Chukwu nye anyi udi nwunye a Zoba anyi na aka ndi witch na acho obara fa ga ami	positive
MakaOdimmaUmuNwanyi #Nwanyibuife OGE NNOKO UMU NWANYI with Ijele Umunwanyi NWADIORAMMA AMARACHI ATTAMAH (Convener, Oja Cultural Initiative) And AMAKA NWEKE (Country Programmes Director, Global Society For Anti Corruption) ...	neutral
🎷🎵🎹🎻🎼🎤🎺 Aka Aka Ya Aka Jehovah na’eme mma Olu ebube ya Nke na eruari na’ebem no Isi iyi nke ndu Nke na dighi ata’ta Aka aka...	positive
Mr demola Onye nkuzi	neutral
Kedụ ihe a kpọrọ 'chick' n' abụ a maka ikike (poetic licence). odeabu ga-akpọ ọkụkọ maọbụ mmadụ aha ahụ iji zikputa akankà.	neutral
Chukwu gozie gi mmaji puru mmaji...	positive
O chịm..... Ọ dizika ịnụ dị bụzi 'do or die affair'. Chukwu zọba!!! Tufia..... M ma bụ dị ya. #OgeChukwuKaMma lol.	negative
Daàaalu Onye Nkem ❤️	positive
🤣 🤣 🤣 Ọkwa asị m gi bia ka anyị settlu oh	neutral
Chukwu gba gị ume, odiro eazy	positive
A bu m onye Isiala Mbano. Nke di na Imo steeti	neutral
Echefukwala ibiadoro anyị aka ebe edere SUBSCRIBE. Ndi na ewetara ụnụ ya wụ: na Ndewo nụ. #ngangaradioshow #ohanezendigbo #ndiahia #ndigbo #ndigbolagos #hotfmlagos	neutral
Ada eji eje mba. Jisike .	positive
Daalu Noni onye osi ite 😂	positive
Ezigbote onye nzuzu	negative
Ka ịma egwu mmiri, ịma egwu ọkụ?	neutral
😂😂😂😂. Suker, Obi adiro gi mma chacha..🤣🤣	negative
Daalụ ònye nze na nsogha chi nke I soghachi'm ya gazie sir *ụdọ 🙌	positive
Gaa yipu panti gi biko. Free the ifedi	neutral
Nna this boy ehen! Ike gwuru 🤦🏽‍♀️.	negative
Onye zigi ozi?	neutral
Nne bia biko, bia ka'm leta gi.	neutral
wepu anya gị site na ara	negative
Igbo Amaka... Proudly igbo...Ada mara man na egwu ana eme💟💟	positive
Ada wan, omalichawan baby	positive
Ọ kwa yá 😁😁, mgbe ọbụna ọgọ thank sir	neutral
Biko kedu ebe ihe a na eme. Acho m i bia	neutral
Gov. Obiano biko 🙏 gwa fa ka enebalụ ya bụ ọkụ ogbe nyụrụ anyụ anya.. Aka Umuakaaa etichaa mmadụ n'abalị. #AnambraisinTheHandsOfGod 😜 😀	neutral
Nna ehn, nsogbu nkigi di tumuch.	negative
You dey make my heart go """"Kpo kpo di kpo kpo""""	positive
Ogini na eme?	neutral
HBD onye oma na Moi Akachukwu, ka chineke gozie gi wele rue mgbe ebighi ebi, amen…	positive
😂😂😂 Nne m oh, ego igwe na adikwanu mma na aru	positive
Oro gi na chor afa e'gi ata ugba na Abacha. 😂😂😂	neutral
Oge ezumike nke etiti eruola. #ChelseaDike	neutral
Choro nwanne gi ego biko.	neutral
Ogechukwu, ejirokwa m gị aka oo 👨🏿‍🦯👨🏿‍🦯👨🏿‍🦯	neutral
Oh OK... Nsogbu adiro	positive
Oga m Na Ezigbo nkwuuu🙌	positive
The Level Up EP by is mad. Three tracks. Egwu ọrụ Saturday, Egwu mgbede 🔥🔥🔥🔥	neutral
Onye siligi kwuo nwata aa	neutral
Ndi ugwu na akpo anyi ndi nyamiri🙄	negative
Anuri Ncheta Ubochi Omumu Gi Odogwu Nwafo Igbo. i ga-adi ka echi maka na echi anaghi agwu agwu. Chukwu goziwerem gi Nwoke Oma. Jisike	positive
Google kwuru ezi okwu. Amuru nwa Igbo amu, ntùtùta ka emere ndi òzò	neutral
Ha na eme nzuzu😂🤣😂😂😂	negative
Chukwu gozie gi!!! Onye nkegi mekwara ra gi ngbe odi gi na nkpa... ise!!!	positive
Onye ji gi na oru? 😕	neutral
Igbo nwe nsogbu 🤦🏾‍♂️	negative
Daalu so nwanne mmadu! 🙌🏾 Ya gaziere gi	positive
Bịa, ọ bụ sọ mmanwụ ka ndị Nnewi na-etizi? Echekwam na emesigo Ahịa ọlụ? Ka Ajọ Ọhịa a na-agbazi kwa ụbọchị?🤣	neutral
N' eziokwu, gi bu Uncle Richie bu kwanu isi aki 😂😂😂😂😂#9jaBrandInfluencer #Royalty MofeDamijo Nnewi	neutral
Jesus my Help!…🙌🏾🔥 Aya!! Onye Inye akam Cc	positive
Mkpochie gi n’ime hotel🤣😹😹	negative
Nka nkà mmadụ	negative
Yoba Chukwu... Kpe be ekpele; K'anyi di ndu, K'anyi ka n""""ka, Cha Isi awö... 🙏	positive
#OGAMADAMOFFICESHOW WIT #NP NWATA DI NMA FT #SHALANGAMAY29	positive
game ka di n'aka. we ndidi	neutral
n'ala gbaa oso #Safety #knowledge #knows #no #boundary #language #barrier Lagos State	neutral
Nna eehn, ọ gbara ara ọ Ọ bụro obere ife	negative
Umu otu adighi asi ndo	negative
Mba Onye chukwu mere Eze GA bu Eze	positive
🤣🤣🤣 Akawo ga e jikwa ego gị waaa... Uwa bụ nnọọ, onye n'olu ọ na edi ná ayo chi ya.	neutral
nke a na-egosi na ọ nwere ukpa ya na ndị nwụrụ anwụ na-akpa, ya kelee nne m na nna m. #ndagwurugwu onyinyo ọnwụ.	neutral
Birthday blessings to you . Onyenweanyi gozie gi ri nne🥳🎉	positive
Aru Ike akoghim Nwa akoghim 💃🏼💃🏼	negative
Ifa ka mmadụ ga àmà gị do ma nye na mmiri ọkụ eji akpọ cha ọkụkọ	neutral
Ya na nsogbu ya na ele cartoon	negative
Okwanu ndi mmilli bidogolu nyebe gi nsogbu laikdis gbalukwa jebe na nke Kene ozugbo ozugbo ka emelugi ife ndi mmili	neutral
So ihe iga anyu dis night bu anyusia afudebe 😁😁	negative
Jee zuo ike.. Ume gi ezuro ya 😝😝	negative
So ịchị go tiger ná ébé ahụ ọkwa ihe ina akọwa 🐯🐯🐯🐅	neutral
Nkita racha gi anya, ewu nzuzu	negative
Chiamaka, ngwanu, banye n'ime ma buru otu nnukwu karama Star maka ndị ikom niile nọ n'ebe a, ka ha mata na eze abịaala""	neutral
Nwanee madu, nna obodo siri Ike ooh. Lockdown mana iri adiro	negative
#NP ▶️Chukwu Agozigo Gi Remix ft x on #HappyHour w/ 101.1📻🇳🇬🔥 #HipHopRide #Indamix cc	positive
A her? O to n! Nnaa kuliba nnoo! Imenwuu!	neutral
Maka na anyị bụ ndị Igbo anaghị ekpe azụ... Onye nnọchiteanya Abia state... #FineIgboTwitter	neutral
Ndia nachum na nkiti mana omunachim so eeh!! Omunachimu so ginwa kedu onye ginia so everyday onwero nke nasogi ifeniile eneme n'wegi MI rap	neutral
Ehhh... Ezenwayi ndi ezenwayi, Achala ugo nwayi oma, ya gazie😘	positive
e li nu rom amala n’uwam! Kam fu lu n’ona gu gi n’ututu, m ja gi ike... na ju onwem ma Ebuu nwannem a tuta go ime mkpuke... msi kam gba nkiti... 🙊🙈🤷🏻‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️🏃🏾‍♀️	neutral
Gwanu'm ebe'm ga ebido ebido wé jawà Chineke nma? Amaghi mo, amaghi mo.....	positive
😂😂i bu onye ala!! Literally!!😂😂	negative
Eh ezigbo onye Obodo K'way na Eyes wey see na 💁‍♂️	positive
Happy birthday dear. Chịneke gozịe gị ma nye gị ebu'm n'obị gị n'afo ọhụrụ a.	positive
CHUKWU DI EEEEEEEHHH!!	positive
Nwata Di mma, nwata Mara nma	positive
Jus negodu ihe chukwu kere. 😍❤️	neutral
Imarana shi ebe niine gbaga mmiri praprapra, ma elu ma ala. Lol Ututu OMA Ada owerri!	positive
Asị na money bụ root of all evil 🎶🎵🎶 but you no dey rejecti money.... 💰🎶🎶 Erigbuo ọnye nganga akpọ ya ònye mgbu 🎤.. 😂 #umuobiligbo	negative
Ọ chụpụrụ onwe ya n'ụgbọ, asikwana na ụgbọ abahọ ya. #IgboProverbFriday	neutral
Chief kaa ịgbà lile, odigi nfe, nna wo si, ntị anụ ife awụ gị ma ọha elege obaa	neutral
Awum nwa afor Ikeduru LGA. No na Imo state.	neutral
Sir Lance, Odogwu. Ngwa plug me na	neutral
O gini bu ihe a😂😂😂	neutral
Asụsụ Ngwa dị ụtọ. Àlà Ngwa mụrụ'm lé... Ndị Ngwa ǹkà nkà nú o	neutral
Bikonu I’m hungry kedu onye siri nni... rice na ofe akwu di sharp agu gbola m😩	neutral
Bestie bestie pant ana efe na élú 😊	neutral
onye obula choro i di ka o di woke zinu. agbachakwa oso aguo mile	neutral
Phyno onye arunu ala	negative
Lmaoooo Ka odikwa ka ana eme😂	neutral
😂 😂 😂 nwoke ọma. Dalụ rinee	positive
Na u be God Almighty God You no be man You no be man Nara ekele Nara otito Omemma Nani gi ka m ga-efe ♫♫ #HolyhillWorship	positive
Ọnyem ịdị ike 👊👍🙌	positive
Chukwu goziwerem gi Nwoke Oma	positive
Na enye obi uto	positive
Asa... Igbo girls buzi omuma asa Ahu 😍	positive
Nwee anuri ncheta omumu gi Ada igbo, ogologo ndu na aru ike ka m na ario n'isi gi🙏🥂🍾. Biri kwa na aku💷💶	positive
Ka ihe oma m furu na nro puta ife 🙏🏾	positive
Nwanne belụ ebelụ... Asa ga-akwado ọfụma mgbe na-adịghị anya...	neutral
Onye ara nkwo agu😂😂😂	negative
Ike Aguta!! Ezege na America!! Ekwusia ọgụ na obodo Trump!! 🙌	neutral
#MakeUnaWakeUpShow wit #Np Ziga Ozi #SonnyOkosun #OldSkoolThursday	neutral
Oyibo. I gala akwukwo.	neutral
Agwo tagbuo gi	negative
Nwanne I saw too o, de nwa di bad🤣😂	negative
#NP ELUIGWE NA AKO NSOPURU GI CHUKWU BY ON WITH #OAPIJELE ON 2 TO 3PM	positive
Ngwanu rie so gi ri juo afo	neutral
😂😂🤣onye obula na acho ofe (soup)di oku..udo di	neutral
Nyekwam numba ya na oburu na ichorozi. Ọkwa akụ rụọ ụlọ.	neutral
#Vibing 📻 Chukwu Agozigo Gi remix - #TheTakeOver w /	positive
Kedu ife Madam Nneka na ako? Nne ilinubee rice na egusi? D day u try it, u will give Nat'l honors to who invented it	neutral
Nwam No na Obodo Oyibo 🤔🤔🤔🤔	neutral
Ek'asam oooooo! Onye OFE nmanu and nwada igbo ,,, dalu kwa nu oooo! Ka chineke mezie okwu	positive
Isino imachakwa ife.. Ebe kekule enyi gi nwanyi ewerego chem 211 yasasia ubulu m..	neutral
Box juru ebe nile😂😂	neutral
Insha Allah. Onye kwe, Chi ya ekwe.	positive
Anuofia Nkita racha gi ike Idi ka ezi bida Nwa ogwugwu oge	negative
Ibola chi. Or ututu oma	positive
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Nye kwa ya Ego nke ya biko maka adịghị ama ama 🌚🌚	neutral
Ngwa ụmụ nnem aka ajiro biko bịa nụ gba ta ru a🍠u unu igbu afia na ada ịgbọ si na odigho ready 😁. #Urudiya	neutral
Oga, udi ihe adiro 😂	negative
Aki onu abughi njo	neutral
Akuko gbasara """"Count Carl Gustav Von Rusen"""" mere'm obi uto nkei ukwu. Kama gini mekwaranu akochaghi akuko ah na-asusu Igbo 😂 😂 😂	neutral
ooohhhhhh.... enwe ihe mmadu agahi afu ebe a	negative
Nwanne mmadu, Ha amaghi 😂🤣🤣😂😂	neutral
Agberi father 1 of bayelsa for lgbo land we call Odogwu Nna ndi Egwu 🔥🔥🔥🔥🔥🔥	positive
Ihe a ga-emecha wee banye mba ọzọ, chai!!!!!	neutral
Olo lo lo oooo, nice to know you ezigbo mmadu	positive
Mpa Chimdi, achọm na muna gị kwu? 🤔	neutral
Chukwu something something. Lol chukwu Agozigo Gi. Oya translate Lagos, Nigeria	positive
Isokwu na ndi Ncha holdings nigeria limited?	neutral
Nnem oga adicha mma... Ọkwa obele oge	positive
A furum gi nanya😍😍	positive
My dear, uba nke factory asikwa gi gini.	neutral
onye iwe na ewe ya biko wegbuo ya.... SELENSE	negative
Zukwaanu Ike nwaa	negative
😝 ikpeazu is na anyi anaghi akota sign	neutral
Ndị afọ njọ ọ, ike gwụrụ..... Mpa dị be ná ụdị ifa dị ba gboo	negative
Kedu udiri nonsense bu ihe nke a. 😳🤦‍♂	negative
Aba nwere ya	neutral
Nke iri fụọ.	neutral
Ada Oma Igbo ji eme onu	positive
Angel Michael n’onwe ya	neutral
Chi di ebube	positive
Nwoke ukwu! Udo diri gi.	positive
Nna eh!! Ife na eme	neutral
lol amam Ihe na eme ndi nke ahu	neutral
Nsogbu adirọ mpa	positive
KEKE-Uber di Na ABA #Abia #aba #Uber #Styledoctor #Transportation #taxi New GRA, Port Harcourt	neutral
O ihe o ji ala ebe di ya	neutral
Afam onwu gi erugo	negative
Ndewo nwokeoma enyiọha!🙏 Kpọri wa ndụ	positive
10 billion pounds, Onye Igbo. 😀	neutral
DM mu di open in case I choro i kawa ya😌. I gbowacha ya, i gosi m ya na DM🤗	neutral
Nwane biko Jide ihe aka. 😅	neutral
Because your Indomie don quick no mean say who dey cook Beans dey lazy. Onye tocha kpata ego, ochere ibé y'à	neutral
Okwa ara 🤷‍♂️ 🙄🙄🙄 Good morning gbu gi there	negative
Lauretta Onochie, isi adi gi nma!!! Ma Chi	negative
Nnaa ọ bụghị naani gi ooh. Chukwu zoba kwa ndi ya	positive
Mana nke bu eziokwu kam kwuru	neutral
Mazpa iwu onye ara	negative
Onye a bu ezigbo onye ara ohh😂😂😂😂😂 40 secs my guy awago	negative
Ihu nwanyi n'ebe kwa?😠😒	neutral
Ibu chukwu ibugi madu x8 Na u bi God almighty God You no bi man oh x2 Nara ekele Nara otito Omema Nani gi kam gefe ♫♬#HolyhillWorship	positive
Agu ga egbu ndi mmadu ooo	negative
